ANDES-A,Order,Family,Genus,Species,,Latitude1,Longitude1,State,,
5079,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,2.2057750000,-75.6440430000,Huila,,
4539,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,2.2057750000,-75.6440430000,Huila,,
3141,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,2.8795900000,-75.3327900000,Huila,,
3143,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,2.8795900000,-75.3327900000,Huila,,
4033,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,11.1950000000,-73.4650000000,La Guajira,,
4034,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,11.1950000000,-73.4650000000,La Guajira,,
3403,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,10.4466670000,-74.4059060000,Magdalena,,
3375,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,10.4466670000,-74.4059060000,Magdalena,,
4540,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,10.9768200000,-74.7900260000,Magdalena,,
4035,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,11.2330000000,-74.1320000000,Magdalena,,
4036,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,11.2330000000,-74.1320000000,Magdalena,,
4037,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,11.2330000000,-74.1320000000,Magdalena,,
4038,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,11.2330000000,-74.1320000000,Magdalena,,
4039,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,11.2330000000,-74.1320000000,Magdalena,,
1759,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,3.2284900000,-73.8613500000,Meta,,
1225,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,3.2284900000,-73.8613500000,Meta,,
1220,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,3.2284900000,-73.8613500000,Meta,,
1208,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,3.2284900000,-73.8613500000,Meta,,
1763,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,3.2284900000,-73.8613500000,Meta,,
4570,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4571,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4572,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4573,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4574,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4575,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4576,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4577,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4578,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4579,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4580,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4581,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4582,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4583,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4584,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4585,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4591,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4592,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4593,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4594,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4595,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4596,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4597,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4598,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4599,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4600,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4601,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4602,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0393000000,-73.3426000000,Meta,,
4553,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0424000000,-73.3374000000,Meta,,
4554,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0424000000,-73.3374000000,Meta,,
4555,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0424000000,-73.3374000000,Meta,,
4556,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0424000000,-73.3374000000,Meta,,
4557,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0424000000,-73.3374000000,Meta,,
4558,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0424000000,-73.3374000000,Meta,,
4559,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0424000000,-73.3374000000,Meta,,
4560,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0424000000,-73.3374000000,Meta,,
4561,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0424000000,-73.3374000000,Meta,,
4562,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0424000000,-73.3374000000,Meta,,
4563,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0424000000,-73.3374000000,Meta,,
4564,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0424000000,-73.3374000000,Meta,,
4565,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0424000000,-73.3374000000,Meta,,
4566,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0424000000,-73.3374000000,Meta,,
4567,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0424000000,-73.3374000000,Meta,,
4568,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0424000000,-73.3374000000,Meta,,
4569,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0424000000,-73.3374000000,Meta,,
4586,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0424000000,-73.3374000000,Meta,,
4587,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0424000000,-73.3374000000,Meta,,
4588,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0424000000,-73.3374000000,Meta,,
4589,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0424000000,-73.3374000000,Meta,,
4590,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.0424000000,-73.3374000000,Meta,,
4627,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.1130100000,-73.6197400000,Meta,,
1592,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.2500000000,-73.0000000000,Meta,,
3123,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.5849830000,-71.0796970000,Meta,,
3137,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.5849860000,-71.0797000000,Meta,,
3125,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.5849890000,-71.0797030000,Meta,,
3126,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.5849900000,-71.0797040000,Meta,,
3127,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.5849910000,-71.0797050000,Meta,,
3128,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.5849920000,-71.0797060000,Meta,,
3234,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,6.7344000000,-74.2142900000,Santander,,
4952,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,6.7344100000,-74.2142800000,Santander,,
3276,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,7.1685220000,-73.8473970000,Santander,,
1193,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,7.3962000000,-73.4955000000,Santander,,
1188,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,7.3962000000,-73.4955000000,Santander,,
3261,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,8.6573470000,-75.1355170000,Sucre,,
3253,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,8.6573470000,-75.1355170000,Sucre,,
3254,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,8.6573470000,-75.1355170000,Sucre,,
3968,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.1115100000,-74.5728600000,Tolima,,
3969,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.1115100000,-74.5728600000,Tolima,,
3454,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.2795000000,-74.9015830000,Tolima,,
3451,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.2795000000,-74.9015830000,Tolima,,
3452,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.2795000000,-74.9015830000,Tolima,,
3438,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.2795000000,-74.9015830000,Tolima,,
3453,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.2795000000,-74.9015830000,Tolima,,
3319,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.2795000000,-74.9015830000,Tolima,,
4609,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.6006400000,-74.0660400000,Tolima,,
4611,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.6006400000,-74.0660400000,Tolima,,
3522,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.7397800000,-73.8686800000,Tolima,,
3591,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.7397800000,-73.8686800000,Tolima,,
3526,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,4.7397800000,-73.7687300000,Tolima,,
4512,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0003200000,-74.9091400000,Tolima,,
4511,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0051400000,-74.9075200000,Tolima,,
4513,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0051400000,-74.9075800000,Tolima,,
4515,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0053100000,-74.9075600000,Tolima,,
4612,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0059000000,-74.9020000000,Tolima,,
4613,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0059000000,-74.9020000000,Tolima,,
4614,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0059000000,-74.9020000000,Tolima,,
4617,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0059000000,-74.9020000000,Tolima,,
4618,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0059000000,-74.9020000000,Tolima,,
4619,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0059000000,-74.9020000000,Tolima,,
4514,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0065400000,-74.9084500000,Tolima,,
4516,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0065400000,-74.9084500000,Tolima,,
4615,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0071000000,-74.9097000000,Tolima,,
4616,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0071000000,-74.9097000000,Tolima,,
4625,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0071000000,-74.9097000000,Tolima,,
4626,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0071000000,-74.9097000000,Tolima,,
3573,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0089000000,-74.9089500000,Tolima,,
3574,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0089000000,-74.9089500000,Tolima,,
3575,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0089000000,-74.9089500000,Tolima,,
3576,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0089000000,-74.9089500000,Tolima,,
3577,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0089000000,-74.9089500000,Tolima,,
3510,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0089000000,-74.9089500000,Tolima,,
3583,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0089000000,-74.9089500000,Tolima,,
3584,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0089000000,-74.9089500000,Tolima,,
3585,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0089000000,-74.9089500000,Tolima,,
3288,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0089000000,-74.9089500000,Tolima,,
3290,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0089000000,-74.9089500000,Tolima,,
3291,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0089000000,-74.9089500000,Tolima,,
3289,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,5.0089000000,-74.9089500000,Tolima,,
3019,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,3.9889000000,-68.3245000000,Vichada,,
3020,Anura,Leptodactylidae,Leptodactylus,fuscus,Leptodactylus fuscus,3.9889000000,-68.3245000000,Vichada,,
3362,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,10.4879740000,-75.1336720000,Atlántico,,
3424,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,10.4879740000,-75.1336720000,Atlántico,,
3387,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,10.4879740000,-75.1336720000,Atlántico,,
4059,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,10.8740000000,-74.9790000000,Atlántico,,
4060,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,10.8740000000,-74.9790000000,Atlántico,,
3084,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,10.8926890000,-75.0015170000,Atlántico,,
3086,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,10.8926890000,-75.0015170000,Atlántico,,
3087,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,10.8926890000,-75.0015170000,Atlántico,,
3088,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,10.8926890000,-75.0015170000,Atlántico,,
3089,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,10.8926890000,-75.0015170000,Atlántico,,
5088,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,10.1457900000,-75.6792400000,Bolívar,x,
1109,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,4.7729500000,-73.0373700000,Casanare,,
3411,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,8.4003910000,-75.5830470000,Córdoba,,
5077,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,2.2057750000,-75.6440430000,Huila,,
3146,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,2.8441000000,-75.3327900000,Huila,,
3436,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,3.2182810000,-75.2392890000,Huila,,
3450,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,3.2182810000,-75.2392890000,Huila,,
4052,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,11.1950000000,-73.4650000000,La Guajira,,
4054,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,11.1950000000,-73.4650000000,La Guajira,,
4055,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,11.1950000000,-73.4650000000,La Guajira,,
4056,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,11.1950000000,-73.4650000000,La Guajira,,
4057,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,11.1950000000,-73.4650000000,La Guajira,,
4058,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,11.1950000000,-73.4650000000,La Guajira,,
4051,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,11.1950000000,-73.4650000000,La Guajira,,
4053,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,11.1950000000,-73.4650000000,La Guajira,,
3416,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,10.4466670000,-74.4059060000,Magdalena,,
3398,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,10.4466670000,-74.4059060000,Magdalena,,
3303,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,5.0089000000,-74.9089500000,Tolima,,
4313,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,1.2754300000,-70.1821200000,Vaupés,,
4314,Anura,Leptodactylidae,Leptodactylus,insularum,Leptodactylus insularum,1.2986600000,-70.2337400000,Vaupés,,
1145,Anura,Leptodactylidae,Leptodactylus,knudseni,Leptodactylus knudseni,4.9093330000,-71.4286420000,Casanare,,
2139,Anura,Leptodactylidae,Leptodactylus,knudseni,Leptodactylus knudseni,4.5054380000,-71.0851620000,Meta,,
2140,Anura,Leptodactylidae,Leptodactylus,knudseni,Leptodactylus knudseni,4.5054380000,-71.0851620000,Meta,,
2141,Anura,Leptodactylidae,Leptodactylus,knudseni,Leptodactylus knudseni,4.5054380000,-71.0851620000,Meta,,
4315,Anura,Leptodactylidae,Leptodactylus,knudseni,Leptodactylus knudseni,1.1766800000,-70.1834000000,Vaupés,,
4316,Anura,Leptodactylidae,Leptodactylus,knudseni,Leptodactylus knudseni,1.2986600000,-70.2337400000,Vaupés,,
5087,Anura,Leptodactylidae,Leptodactylus,labialis,Leptodactylus labialis,9.7500000000,-74.8333000000,Bolívar,,
4640,Anura,Leptodactylidae,Leptodactylus,labialis,Leptodactylus labialis,5.8986300000,71.1359800000,Casanare,,
4647,Anura,Leptodactylidae,Leptodactylus,labialis,Leptodactylus labialis,5.8986300000,71.1359800000,Casanare,,
5084,Anura,Leptodactylidae,Leptodactylus,labialis,Leptodactylus labialis,7.5815000000,-72.6853000000,Norte de Santander,,
3827,Anura,Leptodactylidae,Leptodactylus,latrans,Leptodactylus latrans,6.1694060000,67.6146330000,Vichada,,
629,Anura,Leptodactylidae,Leptodactylus,leptodactyloides,Leptodactylus leptodactyloides,-4.1900000000,-69.9358333000,Amazonas,,
630,Anura,Leptodactylidae,Leptodactylus,leptodactyloides,Leptodactylus leptodactyloides,-4.1900000000,-69.9358333000,Amazonas,,
631,Anura,Leptodactylidae,Leptodactylus,leptodactyloides,Leptodactylus leptodactyloides,-4.1900000000,-69.9358333000,Amazonas,,
632,Anura,Leptodactylidae,Leptodactylus,leptodactyloides,Leptodactylus leptodactyloides,-4.1900000000,-69.9358333000,Amazonas,,
903,Anura,Leptodactylidae,Leptodactylus,leptodactyloides,Leptodactylus leptodactyloides,-4.1241030000,-69.9412860000,Amazonas,,
930,Anura,Leptodactylidae,Leptodactylus,leptodactyloides,Leptodactylus leptodactyloides,-4.1059200000,-69.2500000000,Amazonas,,
2004,Anura,Leptodactylidae,Leptodactylus,leptodactyloides,Leptodactylus leptodactyloides,-4.0362650000,-70.1050110000,Amazonas,,
2008,Anura,Leptodactylidae,Leptodactylus,leptodactyloides,Leptodactylus leptodactyloides,-4.0362650000,-70.1050110000,Amazonas,,
2012,Anura,Leptodactylidae,Leptodactylus,leptodactyloides,Leptodactylus leptodactyloides,-4.0362650000,-70.1050110000,Amazonas,,
3786,Anura,Leptodactylidae,Leptodactylus,leptodactyloides,Leptodactylus leptodactyloides,-3.8743170000,-70.1982590000,Amazonas,,
4307,Anura,Leptodactylidae,Leptodactylus,leptodactyloides,Leptodactylus leptodactyloides,1.1619200000,-70.1951900000,Vaupés,,
2394,Anura,Leptodactylidae,Leptodactylus,lineatus,Leptodactylus lineatus,1.1000000000,-75.5700000000,Caquetá,,
1764,Anura,Leptodactylidae,Leptodactylus,lineatus,Leptodactylus lineatus,3.2281400000,-73.8518800000,Meta,,
1221,Anura,Leptodactylidae,Leptodactylus,lineatus,Leptodactylus lineatus,3.2281400000,-73.8518800000,Meta,,
1765,Anura,Leptodactylidae,Leptodactylus,lineatus,Leptodactylus lineatus,3.2284900000,-73.8613500000,Meta,,
1517,Anura,Leptodactylidae,Leptodactylus,lineatus,Leptodactylus lineatus,4.2500000000,-73.0000000000,Meta,,
4324,Anura,Leptodactylidae,Leptodactylus,lineatus,Leptodactylus lineatus,1.1579400000,-70.2023200000,Vaupés,,
4325,Anura,Leptodactylidae,Leptodactylus,lineatus,Leptodactylus lineatus,1.1579400000,-70.2023200000,Vaupés,,
2536,Anura,Leptodactylidae,Leptodactylus,lineatus,Leptodactylus lineatus,1.2100000000,-70.6200028000,Vaupés,,
4318,Anura,Leptodactylidae,Leptodactylus,lithonaetes,Leptodactylus lithonaetes,1.1557500000,-70.2060200000,Vaupés,,
4317,Anura,Leptodactylidae,Leptodactylus,lithonaetes,Leptodactylus lithonaetes,1.1579400000,-70.2023200000,Vaupés,,
4953,Anura,Leptodactylidae,Leptodactylus,lithonaetes,Leptodactylus lithonaetes,6.1000000000,-67.6000000000,Vichada,,
3824,Anura,Leptodactylidae,Leptodactylus,lithonaetes,Leptodactylus lithonaetes,6.1710270000,67.4944700000,Vichada,,
3826,Anura,Leptodactylidae,Leptodactylus,lithonaetes,Leptodactylus lithonaetes,6.1716250000,67.6142040000,Vichada,,
4836,Anura,Leptodactylidae,Leptodactylus,lithonaetes,Leptodactylus lithonaetes,6.2100710000,-67.5210100000,Vichada,,
2588,Anura,Leptodactylidae,Leptodactylus,longirostris,Leptodactylus longirostris,2.0500000000,-67.0625300000,Guainía,,
2589,Anura,Leptodactylidae,Leptodactylus,longirostris,Leptodactylus longirostris,2.0500000000,-67.0625300000,Guainía,,
2590,Anura,Leptodactylidae,Leptodactylus,longirostris,Leptodactylus longirostris,2.0500000000,-67.0625300000,Guainía,,
2591,Anura,Leptodactylidae,Leptodactylus,longirostris,Leptodactylus longirostris,2.0500000000,-67.0625300000,Guainía,,
2592,Anura,Leptodactylidae,Leptodactylus,longirostris,Leptodactylus longirostris,2.0500000000,-67.0625300000,Guainía,,
2593,Anura,Leptodactylidae,Leptodactylus,longirostris,Leptodactylus longirostris,2.0500000000,-67.0625300000,Guainía,,
2594,Anura,Leptodactylidae,Leptodactylus,longirostris,Leptodactylus longirostris,2.0500000000,-67.0625300000,Guainía,,
3657,Anura,Leptodactylidae,Leptodactylus,melanotus,Leptodactylus melanotus,4.7847400000,73.2757400000,Boyacá,,
1823,Anura,Leptodactylidae,Leptodactylus,melanotus,Leptodactylus melanotus,5.1416000000,-74.9000000000,Tolima,,
1821,Anura,Leptodactylidae,Leptodactylus,melanotus,Leptodactylus melanotus,5.1416000000,-74.9000000000,Tolima,,
1217,Anura,Leptodactylidae,Leptodactylus,melanotus,Leptodactylus melanotus,5.1416000000,-74.9000000000,Tolima,,
2333,Anura,Leptodactylidae,Leptodactylus,mystaceus,Leptodactylus mystaceus,1.1000000000,-75.5700000000,Caquetá,,
2332,Anura,Leptodactylidae,Leptodactylus,mystaceus,Leptodactylus mystaceus,1.4900000000,-75.4100000000,Caquetá,,
5044,Anura,Leptodactylidae,Leptodactylus,mystaceus,Leptodactylus mystaceus,5.4607100000,-72.4817000000,Casanare,,
5053,Anura,Leptodactylidae,Leptodactylus,mystaceus,Leptodactylus mystaceus,3.5319100000,-73.4021250000,Meta,,
1185,Anura,Leptodactylidae,Leptodactylus,ocellatus,Leptodactylus ocellatus,4.9093330000,-71.4286420000,Casanare,,
1119,Anura,Leptodactylidae,Leptodactylus,ocellatus,Leptodactylus ocellatus,4.9093330000,-71.4286420000,Casanare,,
1148,Anura,Leptodactylidae,Leptodactylus,ocellatus,Leptodactylus ocellatus,4.9093330000,-71.4286420000,Casanare,,
4639,Anura,Leptodactylidae,Leptodactylus,ocellatus,Leptodactylus ocellatus,5.8986300000,71.1359800000,Casanare,,
4641,Anura,Leptodactylidae,Leptodactylus,ocellatus,Leptodactylus ocellatus,5.8986300000,71.1359800000,Casanare,,
4642,Anura,Leptodactylidae,Leptodactylus,ocellatus,Leptodactylus ocellatus,5.8986300000,71.1359800000,Casanare,,
4644,Anura,Leptodactylidae,Leptodactylus,ocellatus,Leptodactylus ocellatus,5.8986300000,71.1359800000,Casanare,,
4650,Anura,Leptodactylidae,Leptodactylus,ocellatus,Leptodactylus ocellatus,5.8986300000,71.1359800000,Casanare,,
4653,Anura,Leptodactylidae,Leptodactylus,ocellatus,Leptodactylus ocellatus,5.8986300000,71.1359800000,Casanare,,
949,Anura,Leptodactylidae,Leptodactylus,pentadactylus,Leptodactylus pentadactylus,-4.1833330000,-69.9500000000,Amazonas,,
1656,Anura,Leptodactylidae,Leptodactylus,pentadactylus,Leptodactylus pentadactylus,-4.1360002000,-69.9240036000,Amazonas,,
